census_tract,zip_code,city,county
6037701801,90404,Santa Monica,Los Angeles
6029000600,93301,Bakersfield,Kern 
6037197420,90026,Los Angeles,Los Angeles
6037555001,90715,Lakewood,Los Angeles
6037553200,90706,Bellflower,Los Angeles
6071003700,92376,Rialto,San Bernardino
6037602003,90303,Inglewood,Los Angeles
6019004002,93630,Kerman,Fresno 
6037407802,91744,La Puente,Los Angeles
6059074406,92701,Santa Ana,Orange 
6099003201,95363,Patterson,Stanislaus 
6037402706,91767,Pomona,Los Angeles
6037533401,90270,Maywood,Los Angeles
6037502602,90660,Pico Rivera,Los Angeles
6037234902,90043,Los Angeles,Los Angeles
6073003301,92113,San Diego,San Diego
6037575202,90813,Long Beach,Los Angeles
6029002812,93309,Bakersfield,Kern 
6019004216,93722,Fresno,Fresno 
6059087102,92801,Anaheim,Orange 
6073004800,92102,San Diego,San Diego
6059011720,92870,Placentia,Orange 
6085501600,95112,San Jose,Santa Clara
6037294302,90744,Wilmington,Los Angeles
6029003700,93206,Buttonwillow,Kern 
6059086404,92805,Anaheim,Orange 
6037217200,90019,Los Angeles,Los Angeles
6037211202,90004,Los Angeles,Los Angeles
6037320300,91340,San Fernando,Los Angeles
6107001701,93292,Visalia,Tulare 
6037500600,90660,Pico Rivera,Los Angeles
6019006700,93654,Reedley,Fresno 
6065041813,92879,Corona,Riverside 
6037186404,90065,Los Angeles,Los Angeles
6037236204,90008,Los Angeles,Los Angeles
6077003403,95210,Stockton,San Joaquin
6037208802,90057,Los Angeles,Los Angeles
6065041412,92503,Riverside,Riverside 
6019004504,93710,Fresno,Fresno 
6037302103,91205,Glendale,Los Angeles
6071003503,92376,Rialto,San Bernardino
6067009007,95670,Rancho Cordova,Sacramento 
6037189201,90027,Los Angeles,Los Angeles
6019003004,93727,Fresno,Fresno 
6037572302,90810,Long Beach,Los Angeles
6037601002,90301,Inglewood,Los Angeles
6037123104,91606,North Hollywood,Los Angeles
6065045604,92254,Mecca,Riverside 
6029004901,93215,Delano,Kern 
6039000202,93610,Chowchilla,Madera 
6071007601,92410,San Bernardino,San Bernardino
6037408138,91744,La Puente,Los Angeles
6037501504,90601,Whittier,Los Angeles
6019008401,93622,Firebaugh,Fresno 
6037235202,90043,Los Angeles,Los Angeles
6067005101,95828,Sacramento,Sacramento 
6037222001,90018,Los Angeles,Los Angeles
6037500404,90660,Pico Rivera,Los Angeles
6037533107,90255,Huntington Park,Los Angeles
6059001404,90631,La Habra,Orange 
6073013205,91911,Chula Vista,San Diego
6037197300,90026,Los Angeles,Los Angeles
6019007600,93706,Fresno,Fresno 
6001432400,94577,San Leandro,Alameda 
6037199202,90031,Los Angeles,Los Angeles
6037301802,91203,Glendale,Los Angeles
6047000601,95301,Atwater,Merced 
6071000205,91763,Montclair,San Bernardino
6037120010,91402,Panorama City,Los Angeles
6037601900,90303,Inglewood,Los Angeles
6065041500,92880,Corona,Riverside 
6065041201,92503,Riverside,Riverside 
6099000303,95367,Riverbank,Stanislaus 
6073011700,91950,National City,San Diego
6065041409,92503,Riverside,Riverside 
6071003606,92316,Bloomington,San Bernardino
6037501804,90602,Whittier,Los Angeles
6065040403,92509,Riverside,Riverside 
6037570601,90805,Long Beach,Los Angeles
6037224320,90015,Los Angeles,Los Angeles
6037204120,90063,Los Angeles,Los Angeles
6037554002,90706,Bellflower,Los Angeles
6019005607,93612,Clovis,Fresno 
6107001100,93291,Visalia,Tulare 
6037127606,91406,Van Nuys,Los Angeles
6037104403,91331,Pacoima,Los Angeles
6019005000,93726,Fresno,Fresno 
6037240401,90044,Los Angeles,Los Angeles
6065031602,92503,Riverside,Riverside 
6037104103,91342,Sylmar,Los Angeles
6111004715,93033,Oxnard,Ventura 
6037554203,90706,Bellflower,Los Angeles
6059011721,92870,Placentia,Orange 
6019005305,93726,Fresno,Fresno 
6059086306,92806,Anaheim,Orange 
6037572100,90806,Long Beach,Los Angeles
6085503110,95122,San Jose,Santa Clara
6059074602,92701,Santa Ana,Orange 
6059086402,92806,Anaheim,Orange 
6047001002,95348,Merced,Merced 
6059089001,92703,Santa Ana,Orange 
6037402403,91768,Pomona,Los Angeles
6029001400,93305,Bakersfield,Kern 
6077003110,95207,Stockton,San Joaquin
6037407602,91744,La Puente,Los Angeles
6037602004,90303,Inglewood,Los Angeles
6029003103,93307,Bakersfield,Kern 
6037600902,90302,Inglewood,Los Angeles
6095250801,94592,Vallejo,Solano 
6071003509,92376,Rialto,San Bernardino
6067009318,95828,Sacramento,Sacramento 
6037211310,90004,Los Angeles,Los Angeles
6037550100,90650,Norwalk,Los Angeles
6037213201,90006,Los Angeles,Los Angeles
6019005301,93726,Fresno,Fresno 
6029004101,93263,Shafter,Kern 
6019004704,93705,Fresno,Fresno 
6037237102,90044,Los Angeles,Los Angeles
6037432201,91770,Rosemead,Los Angeles
6037601100,90301,Inglewood,Los Angeles
6037234600,90043,Los Angeles,Los Angeles
6067004801,95828,Sacramento,Sacramento 
6047000301,95334,Livingston,Merced 
6099003805,95380,Turlock,Stanislaus 
6031001002,93230,Hanford,Kings 
6037218600,90016,Los Angeles,Los Angeles
6037554204,90706,Bellflower,Los Angeles
6087110400,95076,Watsonville,Santa Cruz
6099002802,95357,Modesto,Stanislaus 
6037601801,90304,Inglewood,Los Angeles
6019006100,93657,Sanger,Fresno 
6037119340,91402,Panorama City,Los Angeles
6019006502,93646,Orange Cove,Fresno 
6037106648,91342,Sylmar,Los Angeles
6107001004,93291,Visalia,Tulare 
6037600400,90047,Los Angeles,Los Angeles
6037127806,91411,Van Nuys,Los Angeles
6001433200,94578,San Leandro,Alameda 
6037195600,90026,Los Angeles,Los Angeles
6037534002,90201,Bell,Los Angeles
6107003200,93272,Tipton,Tulare 
6037209520,90006,Los Angeles,Los Angeles
6037269700,90034,Los Angeles,Los Angeles
6001409300,94603,Oakland,Alameda 
6019005403,93710,Fresno,Fresno 
6065030200,92501,Riverside,Riverside 
6037543322,90746,Carson,Los Angeles
6053010101,95039,Moss Landing,Monterey 
6037602507,90250,Hawthorne,Los Angeles
6047001401,95340,Merced,Merced 
6071000605,91710,Chino,San Bernardino
6037552601,90650,Norwalk,Los Angeles
6037203900,90063,Los Angeles,Los Angeles
6037407001,91746,La Puente,Los Angeles
6065044000,92223,Beaumont,Riverside 
6037190100,90028,Los Angeles,Los Angeles
6037575103,90804,Long Beach,Los Angeles
6037541802,90262,Lynwood,Los Angeles
6037269601,90034,Los Angeles,Los Angeles
6001401500,94608,Emeryville,Alameda 
6039000503,93637,Madera,Madera 
6037221710,90007,Los Angeles,Los Angeles
6029003113,93304,Bakersfield,Kern 
6037191110,90027,Los Angeles,Los Angeles
6067003204,95824,Sacramento,Sacramento 
6071004403,92410,San Bernardino,San Bernardino
6029005204,93285,Wofford Heights,Kern 
6065031502,92503,Riverside,Riverside 
6085504602,95002,Alviso,Santa Clara
6085503214,95111,San Jose,Santa Clara
6071007303,92354,Loma Linda,San Bernardino
6037222500,90018,Los Angeles,Los Angeles
6071003612,92324,Colton,San Bernardino
6047000304,95334,Livingston,Merced 
6107001302,93292,Visalia,Tulare 
6037294410,90710,Harbor City,Los Angeles
6037554105,90706,Bellflower,Los Angeles
6013366002,94806,San Pablo,Contra Costa
6037407702,91744,La Puente,Los Angeles
6019005204,93726,Fresno,Fresno 
6001403300,94607,Oakland,Alameda 
6037535902,90280,South Gate,Los Angeles
6065040303,92509,Riverside,Riverside 
6095250900,94590,Vallejo,Solano 
6025010102,92233,Calipatria,Imperial 
6019007700,93656,Riverdale,Fresno 
6059074502,92707,Santa Ana,Orange 
6107004101,93257,Porterville,Tulare 
6101050302,95991,Yuba City,Sutter 
6071009116,92301,Adelanto,San Bernardino
6067007001,95833,Sacramento,Sacramento 
6073011601,91950,National City,San Diego
6071001808,91761,Ontario,San Bernardino
6115040100,95901,Marysville,Yuba 
6037235201,90043,Los Angeles,Los Angeles
6047000504,95388,Winton,Merced 
6037601802,90304,Inglewood,Los Angeles
6037551700,90242,Downey,Los Angeles
6075061200,94124,San Francisco,San Francisco
6037296901,90731,San Pedro,Los Angeles
6037550800,90241,Downey,Los Angeles
6071002803,92335,Fontana,San Bernardino
6037500500,90660,Pico Rivera,Los Angeles
6037115403,91325,Northridge,Los Angeles
6099003400,95360,Newman,Stanislaus 
6029002813,93309,Bakersfield,Kern 
6037128220,91401,Van Nuys,Los Angeles
6037139303,91356,Tarzana,Los Angeles
6059011403,92831,Fullerton,Orange 
6031000300,93245,Lemoore,Kings 
6029002700,93304,Bakersfield,Kern 
6037209810,90006,Los Angeles,Los Angeles
6037572201,90806,Long Beach,Los Angeles
6077004403,95240,Lodi,San Joaquin
6037209104,90017,Los Angeles,Los Angeles
6081612000,94303,Palo Alto,San Mateo
6099003002,95307,Ceres,Stanislaus 
6025010300,92227,Brawley,Imperial 
6065045706,92236,Coachella,Riverside 
6059088101,92841,Garden Grove,Orange 
6099001300,95350,Modesto,Stanislaus 
6037208902,90017,Los Angeles,Los Angeles
6037405203,91706,Baldwin Park,Los Angeles
6037208401,90057,Los Angeles,Los Angeles
6037131701,91335,Reseda,Los Angeles
6037131010,91335,Reseda,Los Angeles
6001402500,94607,Oakland,Alameda 
6047002500,95369,Snelling,Merced 
6037234800,90043,Los Angeles,Los Angeles
6037221602,90007,Los Angeles,Los Angeles
6107003700,93257,Porterville,Tulare 
6019007802,93234,Huron,Fresno 
6037106510,91342,Sylmar,Los Angeles
6067006201,95821,Sacramento,Sacramento 
6037124203,91601,North Hollywood,Los Angeles
6013368001,94806,San Pablo,Contra Costa
6077005305,95376,Tracy,San Joaquin
6037104108,91331,Pacoima,Los Angeles
6037530901,90063,Los Angeles,Los Angeles
6037127805,91405,Van Nuys,Los Angeles
6029000507,93308,Bakersfield,Kern 
6037190201,90028,Los Angeles,Los Angeles
6065042519,92553,Moreno Valley,Riverside 
6067006202,95815,Sacramento,Sacramento 
6059087805,92804,Anaheim,Orange 
6037553100,90706,Bellflower,Los Angeles
6059074004,92707,Santa Ana,Orange 
6037185202,90065,Los Angeles,Los Angeles
6071009800,92395,Victorville,San Bernardino
6037531800,90022,Los Angeles,Los Angeles
6037301801,91203,Glendale,Los Angeles
6071002105,91730,Rancho Cucamonga,San Bernardino
6107001602,93292,Visalia,Tulare 
6065040301,92509,Riverside,Riverside 
6047001503,95341,Merced,Merced 
6037555211,90716,Hawaiian Gardens,Los Angeles
6001410500,94607,Oakland,Alameda 
6001432501,94577,San Leandro,Alameda 
6111003201,93030,Oxnard,Ventura 
6037117405,91343,North Hills,Los Angeles
6113010204,95691,West Sacramento,Yolo 
6037106604,91342,Sylmar,Los Angeles
6107004500,93207,California Hot Springs,Tulare 
6037533104,90255,Huntington Park,Los Angeles
6037134520,91303,Canoga Park,Los Angeles
6037600302,90047,Los Angeles,Los Angeles
6071006604,92324,Colton,San Bernardino
6029003114,93313,Bakersfield,Kern 
6037531202,90023,Los Angeles,Los Angeles
6037554101,90706,Bellflower,Los Angeles
6071001704,91762,Ontario,San Bernardino
6037540101,90262,Lynwood,Los Angeles
6037293202,90501,Torrance,Los Angeles
6099003908,95380,Turlock,Stanislaus 
6053000900,93905,Salinas,Monterey 
6065043405,92543,Hemet,Riverside 
6085501102,95112,San Jose,Santa Clara
6037208610,90026,Los Angeles,Los Angeles
6081602300,94080,South San Francisco,San Mateo
6071000208,91763,Montclair,San Bernardino
6047000901,95341,Merced,Merced 
6037530203,90640,Montebello,Los Angeles
6013358000,94572,Rodeo,Contra Costa
6037191901,90038,Los Angeles,Los Angeles
6047000203,95315,Delhi,Merced 
6037554405,90706,Bellflower,Los Angeles
6029001102,93306,Bakersfield,Kern 
6037197600,90026,Los Angeles,Los Angeles
6037533106,90255,Huntington Park,Los Angeles
6037119002,91331,Pacoima,Los Angeles
6059011502,92831,Fullerton,Orange 
6037555102,90715,Lakewood,Los Angeles
6071002804,92335,Fontana,San Bernardino
6059110603,90621,Buena Park,Orange 
6071001806,91761,Ontario,San Bernardino
6071012002,92311,Barstow,San Bernardino
6013381000,94804,Richmond,Contra Costa
6037603500,90249,Gardena,Los Angeles
6037534403,90201,Bell,Los Angeles
6077003409,95210,Stockton,San Joaquin
6037576001,90802,Long Beach,Los Angeles
6007003700,95965,Oroville,Butte 
6067009316,95828,Sacramento,Sacramento 
6073003403,92102,San Diego,San Diego
6107003902,93257,Porterville,Tulare 
6059086501,92805,Anaheim,Orange 
6037128102,91401,Van Nuys,Los Angeles
6071000901,91786,Upland,San Bernardino
6037294520,90744,Wilmington,Los Angeles
6059063605,92627,Costa Mesa,Orange 
6099001200,95354,Modesto,Stanislaus 
6037543502,90502,Torrance,Los Angeles
6037132700,91335,Reseda,Los Angeles
6001438203,94544,Hayward,Alameda 
6037191203,90029,Los Angeles,Los Angeles
6019006300,93654,Reedley,Fresno 
6037461600,91103,Pasadena,Los Angeles
6037573402,90755,Signal Hill,Los Angeles
6071002107,91730,Rancho Cucamonga,San Bernardino
6037117303,91343,North Hills,Los Angeles
6065042404,92557,Moreno Valley,Riverside 
6019007202,93631,Kingsburg,Fresno 
6029001000,93307,Bakersfield,Kern 
6065031701,92504,Riverside,Riverside 
6059086406,92806,Anaheim,Orange 
6029001700,93301,Bakersfield,Kern 
6037601212,90301,Inglewood,Los Angeles
6067009008,95670,Rancho Cordova,Sacramento 
6037554404,90706,Bellflower,Los Angeles
6065043006,92530,Lake Elsinore,Riverside 
6019002906,93727,Fresno,Fresno 
6029001500,93305,Bakersfield,Kern 
6081610201,94063,Redwood City,San Mateo
6059087404,92805,Anaheim,Orange 
6037302506,91205,Glendale,Los Angeles
6059001801,92833,Fullerton,Orange 
6037191204,90029,Los Angeles,Los Angeles
6037408302,91746,La Puente,Los Angeles
6037222200,90018,Los Angeles,Los Angeles
6037221900,90007,Los Angeles,Los Angeles
6059089106,92843,Garden Grove,Orange 
6071003804,92376,Rialto,San Bernardino
6037186301,90065,Los Angeles,Los Angeles
6037192520,90004,Los Angeles,Los Angeles
6037192510,90004,Los Angeles,Los Angeles
6029006304,93203,Arvin,Kern 
6059074200,92707,Santa Ana,Orange 
6085503602,95116,San Jose,Santa Clara
6037552900,90650,Norwalk,Los Angeles
6065031002,92504,Riverside,Riverside 
6085501401,95116,San Jose,Santa Clara
6077005130,95330,Lathrop,San Joaquin
6029003400,93268,Taft,Kern 
6075017801,94107,San Francisco,San Francisco
6029003206,93313,Bakersfield,Kern 
6077003601,95215,Stockton,San Joaquin
6037404902,91706,Baldwin Park,Los Angeles
6029002815,93309,Bakersfield,Kern 
6065042706,92571,Perris,Riverside 
6001402400,94607,Oakland,Alameda 
6085512310,95037,Morgan Hill,Santa Clara
6037601303,90302,Inglewood,Los Angeles
6019005804,93611,Clovis,Fresno 
6071002602,92337,Fontana,San Bernardino
6037554001,90706,Bellflower,Los Angeles
6111004704,93033,Oxnard,Ventura 
6037134720,91306,Winnetka,Los Angeles
6067006300,95815,Sacramento,Sacramento 
6099002006,95357,Modesto,Stanislaus 
6037602506,90250,Hawthorne,Los Angeles
6113010101,95605,West Sacramento,Yolo 
6037297201,90731,San Pedro,Los Angeles
6037212203,90005,Los Angeles,Los Angeles
6073011801,91950,National City,San Diego
6037221220,90006,Los Angeles,Los Angeles
6071003101,92335,Fontana,San Bernardino
6037120108,91402,Panorama City,Los Angeles
6071007407,92404,San Bernardino,San Bernardino
6019003301,93703,Fresno,Fresno 
6037120103,91402,Panorama City,Los Angeles
6031000200,93245,Lemoore,Kings 
6019006202,93657,Sanger,Fresno 
6071008001,92374,Redlands,San Bernardino
6059075002,92701,Santa Ana,Orange 
6037208620,90057,Los Angeles,Los Angeles
6077005133,95337,Manteca,San Joaquin
6019005410,93710,Fresno,Fresno 
6071000603,91710,Chino,San Bernardino
6059074108,92704,Santa Ana,Orange 
6037576403,90813,Long Beach,Los Angeles
6037407900,91744,La Puente,Los Angeles
6037124105,91606,North Hollywood,Los Angeles
6037503104,90605,Whittier,Los Angeles
6037117404,91343,North Hills,Los Angeles
6019005203,93726,Fresno,Fresno 
6037551401,90241,Downey,Los Angeles
6029001201,93305,Bakersfield,Kern 
6077005135,95336,Manteca,San Joaquin
6037134904,91306,Winnetka,Los Angeles
6013314103,94565,Pittsburg,Contra Costa
6037602504,90250,Hawthorne,Los Angeles
6047000801,95301,Atwater,Merced 
6099000601,95358,Modesto,Stanislaus 
6115040302,95901,Marysville,Yuba 
6037603004,90247,Gardena,Los Angeles
6073012501,91910,Chula Vista,San Diego
6037209403,90017,Los Angeles,Los Angeles
6037127520,91406,Van Nuys,Los Angeles
6071000824,91786,Upland,San Bernardino
6067006101,95821,Sacramento,Sacramento 
6037535503,90280,South Gate,Los Angeles
6037221120,90006,Los Angeles,Los Angeles
6037406800,91790,West Covina,Los Angeles
6029006500,93505,California City,Kern 
6067007007,95833,Sacramento,Sacramento 
6029002816,93309,Bakersfield,Kern 
6037402803,91766,Pomona,Los Angeles
6077001000,95204,Stockton,San Joaquin
6071000903,91786,Upland,San Bernardino
6029001202,93305,Bakersfield,Kern 
6013320001,94553,Martinez,Contra Costa
6037212800,90019,Los Angeles,Los Angeles
6037237800,90044,Los Angeles,Los Angeles
6071001906,91761,Ontario,San Bernardino
6059099802,92683,Westminster,Orange 
6037238100,90047,Los Angeles,Los Angeles
6037120104,91402,Panorama City,Los Angeles
6037237900,90047,Los Angeles,Los Angeles
6039000506,93638,Madera,Madera 
6067004601,95824,Sacramento,Sacramento 
6107002800,93247,Lindsay,Tulare 
6037530005,90640,Montebello,Los Angeles
6029006202,93203,Arvin,Kern 
6107003901,93257,Porterville,Tulare 
6037481604,91801,Alhambra,Los Angeles
6037604100,90260,Lawndale,Los Angeles
6013314104,94565,Pittsburg,Contra Costa
6029000504,93308,Bakersfield,Kern 
6037211201,90004,Los Angeles,Los Angeles
6107001200,93291,Visalia,Tulare 
6047000701,95301,Atwater,Merced 
6037224310,90006,Los Angeles,Los Angeles
6001437101,94587,Union City,Alameda 
6107002202,93274,Tulare,Tulare 
6065040607,91752,Mira Loma,Riverside 
6037550201,90650,Norwalk,Los Angeles
6059074801,92703,Santa Ana,Orange 
6037277200,90045,Los Angeles,Los Angeles
6075012502,94102,San Francisco,San Francisco
6001444601,94560,Newark,Alameda 
6037120106,91402,Panorama City,Los Angeles
6037221303,90006,Los Angeles,Los Angeles
6037432602,91732,El Monte,Los Angeles
6029004702,93250,MC Farland,Kern 
6085503113,95110,San Jose,Santa Clara
6075017601,94103,San Francisco,San Francisco
6037405302,91790,West Covina,Los Angeles
6065043517,92582,San Jacinto,Riverside 
6077003308,95207,Stockton,San Joaquin
6037481603,91801,Alhambra,Los Angeles
6107003001,93274,Tulare,Tulare 
6037404201,91702,Azusa,Los Angeles
6059086602,92801,Anaheim,Orange 
6039000602,93638,Madera,Madera 
6065046200,92225,Blythe,Riverside 
6059001402,90631,La Habra,Orange 
6001401000,94608,Emeryville,Alameda 
6037535803,90280,South Gate,Los Angeles
6037302003,91206,Glendale,Los Angeles
6019003102,93612,Clovis,Fresno 
6111002300,93001,Ventura,Ventura 
6001407200,94601,Oakland,Alameda 
6037500700,90660,Pico Rivera,Los Angeles
6037603802,90260,Lawndale,Los Angeles
6067003700,95820,Sacramento,Sacramento 
6037541801,90262,Lynwood,Los Angeles
6073004100,92102,San Diego,San Diego
6037602200,90250,Hawthorne,Los Angeles
6039000603,93638,Madera,Madera 
6037402200,91768,Pomona,Los Angeles
6071002902,92335,Fontana,San Bernardino
6037554104,90706,Bellflower,Los Angeles
6029003304,93251,MC Kittrick,Kern 
6099000202,95361,Oakdale,Stanislaus 
6065042520,92553,Moreno Valley,Riverside 
6071003900,92376,Rialto,San Bernardino
6037530102,90640,Montebello,Los Angeles
6071000826,91786,Upland,San Bernardino
6037189101,90027,Los Angeles,Los Angeles
6037134521,91303,Canoga Park,Los Angeles
6019008402,93622,Firebaugh,Fresno 
6037406200,91723,Covina,Los Angeles
6053014500,93901,Salinas,Monterey 
6065042719,92567,Nuevo,Riverside 
6037201601,90032,Los Angeles,Los Angeles
6071009912,92395,Victorville,San Bernardino
6071003607,92376,Rialto,San Bernardino
6037127604,91406,Van Nuys,Los Angeles
6065042624,92555,Moreno Valley,Riverside 
6037293307,90710,Harbor City,Los Angeles
6077003801,95206,Stockton,San Joaquin
6111002400,93001,Ventura,Ventura 
6085503117,95122,San Jose,Santa Clara
6037212900,90019,Los Angeles,Los Angeles
6071010011,92345,Hesperia,San Bernardino
6065041411,92879,Corona,Riverside 
6047000503,95388,Winton,Merced 
6077003312,95207,Stockton,San Joaquin
6077003500,95212,Stockton,San Joaquin
6013313102,94565,Pittsburg,Contra Costa
6071004601,92407,San Bernardino,San Bernardino
6077001400,95204,Stockton,San Joaquin
6013309000,94565,Pittsburg,Contra Costa
6081602100,94080,South San Francisco,San Mateo
6085501501,95116,San Jose,Santa Clara
6071000821,91786,Upland,San Bernardino
6037120105,91402,Panorama City,Los Angeles
6073002502,92105,San Diego,San Diego
6071004401,92376,Rialto,San Bernardino
6059087401,92805,Anaheim,Orange 
6001401600,94607,Oakland,Alameda 
6067009006,95827,Sacramento,Sacramento 
6099000404,95356,Modesto,Stanislaus 
6067005102,95828,Sacramento,Sacramento 
6071010802,92407,San Bernardino,San Bernardino
6029004701,93250,MC Farland,Kern 
6077005132,95337,Manteca,San Joaquin
6077003305,95207,Stockton,San Joaquin
6071001707,91762,Ontario,San Bernardino
6065042518,92553,Moreno Valley,Riverside 
6037554600,90650,Norwalk,Los Angeles
6059099904,92683,Westminster,Orange 
6073003404,92102,San Diego,San Diego
6029003115,93304,Bakersfield,Kern 
6037552700,90650,Norwalk,Los Angeles
6047000401,95374,Stevinson,Merced 
6037294301,90744,Wilmington,Los Angeles
6065042007,92570,Perris,Riverside 
6071000403,91710,Chino,San Bernardino
6037195803,90026,Los Angeles,Los Angeles
6013313101,94565,Pittsburg,Contra Costa
6071001311,91730,Rancho Cucamonga,San Bernardino
6025012001,92231,Calexico,Imperial 
6047002600,95341,Merced,Merced 
6037238400,90047,Los Angeles,Los Angeles
6037501002,90606,Whittier,Los Angeles
6071012700,91761,Ontario,San Bernardino
6037404803,91706,Baldwin Park,Los Angeles
6037119320,91402,Panorama City,Los Angeles
6065041004,92505,Riverside,Riverside 
6107002304,93274,Tulare,Tulare 
6037234000,90008,Los Angeles,Los Angeles
6037534802,90255,Huntington Park,Los Angeles
6037530006,90640,Montebello,Los Angeles
6037530204,90640,Montebello,Los Angeles
6065043507,92543,Hemet,Riverside 
6001425104,94608,Emeryville,Alameda 
6037134800,91306,Winnetka,Los Angeles
6107000600,93615,Cutler,Tulare 
6037115302,91324,Northridge,Los Angeles
6037104203,91331,Pacoima,Los Angeles
6037134001,91303,Canoga Park,Los Angeles
6077004902,95320,Escalon,San Joaquin
6099002902,95326,Hughson,Stanislaus 
6059086701,92801,Anaheim,Orange 
6059087504,92802,Anaheim,Orange 
6019004505,93710,Fresno,Fresno 
6037500300,90601,Whittier,Los Angeles
6025010500,92227,Brawley,Imperial 
6071010300,92309,Baker,San Bernardino
6019003803,93723,Fresno,Fresno 
6099001002,95350,Modesto,Stanislaus 
6031000500,93230,Hanford,Kings 
6031001402,93212,Corcoran,Kings 
6037127300,91406,Van Nuys,Los Angeles
6037552002,90650,Norwalk,Los Angeles
6065041102,92505,Riverside,Riverside 
6065048902,92551,Moreno Valley,Riverside 
6059001802,92833,Fullerton,Orange 
6037187101,90039,Los Angeles,Los Angeles
6059074501,92701,Santa Ana,Orange 
6037408623,91745,Hacienda Heights,Los Angeles
6099000801,95350,Modesto,Stanislaus 
6037127603,91406,Van Nuys,Los Angeles
6037432401,91731,El Monte,Los Angeles
6037302102,91205,Glendale,Los Angeles
6037531603,90022,Los Angeles,Los Angeles
6037212701,90019,Los Angeles,Los Angeles
6067000800,95814,Sacramento,Sacramento 
6037482401,91770,Rosemead,Los Angeles
6019005409,93710,Fresno,Fresno 
6037213100,90019,Los Angeles,Los Angeles
6001407400,94601,Oakland,Alameda 
6037134710,91306,Winnetka,Los Angeles
6019001413,93727,Fresno,Fresno 
6085505202,95050,Santa Clara,Santa Clara
6037213402,90006,Los Angeles,Los Angeles
6075023300,94124,San Francisco,San Francisco
6059076204,92867,Orange,Orange 
6037123800,91606,North Hollywood,Los Angeles
6029005103,93308,Bakersfield,Kern 
6037601202,90301,Inglewood,Los Angeles
6073010009,92173,San Ysidro,San Diego
6037133100,91335,Reseda,Los Angeles
6059074901,92703,Santa Ana,Orange 
6059075201,92703,Santa Ana,Orange 
6065041407,92505,Riverside,Riverside 
6107001003,93291,Visalia,Tulare 
6071006603,92324,Colton,San Bernardino
6037134305,91304,Canoga Park,Los Angeles
6037234200,90018,Los Angeles,Los Angeles
6071002901,92335,Fontana,San Bernardino
6071000823,91786,Upland,San Bernardino
6065045707,92236,Coachella,Riverside 
6019007400,93242,Laton,Fresno 
6099002605,95307,Ceres,Stanislaus 
6037277400,90045,Los Angeles,Los Angeles
6047000303,95334,Livingston,Merced 
6099003202,95363,Patterson,Stanislaus 
6071010025,92395,Victorville,San Bernardino
6077004308,95240,Lodi,San Joaquin
6037195903,90026,Los Angeles,Los Angeles
6037408133,91792,West Covina,Los Angeles
6077005206,95304,Tracy,San Joaquin
6037554801,90701,Artesia,Los Angeles
6037211420,90004,Los Angeles,Los Angeles
6059099402,92647,Huntington Beach,Orange 
6037294200,90744,Wilmington,Los Angeles
6037900300,93535,Lancaster,Los Angeles
6037191302,90027,Los Angeles,Los Angeles
6065040405,92509,Riverside,Riverside 
6037543321,90747,Carson,Los Angeles
6037540202,90262,Lynwood,Los Angeles
6037432402,91731,El Monte,Los Angeles
6067009601,95832,Sacramento,Sacramento 
6001402700,94612,Oakland,Alameda 
6037222100,90018,Los Angeles,Los Angeles
6037571703,90805,Long Beach,Los Angeles
6073003305,92113,San Diego,San Diego
6071000606,91710,Chino,San Bernardino
6029001901,93304,Bakersfield,Kern 
6037576903,90804,Long Beach,Los Angeles
6037221210,90006,Los Angeles,Los Angeles
6025010700,92227,Brawley,Imperial 
6071001200,91764,Ontario,San Bernardino
6071006100,92404,San Bernardino,San Bernardino
6037320201,91340,San Fernando,Los Angeles
6037503105,90604,Whittier,Los Angeles
6037209820,90015,Los Angeles,Los Angeles
6037294110,90744,Wilmington,Los Angeles
6075012301,94102,San Francisco,San Francisco
6077003407,95210,Stockton,San Joaquin
6037481401,91776,San Gabriel,Los Angeles
6073022000,91950,National City,San Diego
6037431100,91016,Monrovia,Los Angeles
6037502003,90602,Whittier,Los Angeles
6059087806,92804,Anaheim,Orange 
6059087901,90680,Stanton,Orange 
6071002207,91739,Rancho Cucamonga,San Bernardino
6037310800,91506,Burbank,Los Angeles
6013364002,94806,San Pablo,Contra Costa
6037104204,91342,Sylmar,Los Angeles
6087110300,95076,Watsonville,Santa Cruz
6065041302,92505,Riverside,Riverside 
6037544002,90810,Long Beach,Los Angeles
6065045502,92201,Indio,Riverside 
6013392200,94806,San Pablo,Contra Costa
6059110302,90620,Buena Park,Orange 
6037134522,91303,Canoga Park,Los Angeles
6067004401,95820,Sacramento,Sacramento 
6095251802,94589,Vallejo,Solano 
6001422000,94710,Berkeley,Alameda 
6029006401,93241,Lamont,Kern 
6013302005,94561,Oakley,Contra Costa
6071003401,92335,Fontana,San Bernardino
6065043005,92530,Lake Elsinore,Riverside 
6065042521,92553,Moreno Valley,Riverside 
6097153200,95407,Santa Rosa,Sonoma 
6037113422,91306,Winnetka,Los Angeles
6107001601,93223,Farmersville,Tulare 
6029002814,93309,Bakersfield,Kern 
6037106520,91342,Sylmar,Los Angeles
6037407601,91744,La Puente,Los Angeles
6037296902,90731,San Pedro,Los Angeles
6019003804,93722,Fresno,Fresno 
6059011714,92806,Anaheim,Orange 
6071002606,92337,Fontana,San Bernardino
